Id,Name,PartitionKey,ProductAvailabilityIsAtributeValue,ProductAvailabilityPath,ProductNamePath,ProductPricePath,RowKey,Timestamp,URL
637229120695816079,https://www.mediamarkt.de,mediamarkt.de,false,/html/body/div[1]/div/div[2]/div[2]/div[2]/div[1]/div[5]/div[5]/div/div[1]/span/span,/html/body/div[1]/div/div[2]/div[2]/div[2]/div[1]/div[1]/div/h1/text(),/html/body/div[1]/div/div[2]/div[2]/div[2]/div[1]/div[5]/div[1]/div/div/div/div/div/div/div/div[2]/span,637229120695816079,2020-04-19T16:57:02.853Z,https://www.mediamarkt.de
